#nvpart(2)   Xc(3)   Yc(4)   Vmax(11)
61.85528767   19.25000888   1.53564823   37.25
21.77829013   33.51595529   30.06944845   3.99
21.94480667   35.69578084   38.37358377   2.59
17.25778616   32.29253157   28.68733528   4.17
22.11328777   33.80193830   29.76368747   4.05
23.24679139   34.31631137   34.17231404   2.46
20.96632101   28.52155037   35.22710063   5.23
22.48968122   33.73218929   29.88197019   3.34
5.94198542   40.01086439   41.76947199   37.38
21.48015379   35.59115236   36.41549832   5.32
14.81148688   31.16837975   32.01846563   5.33
20.46189709   26.05434934   35.02899621   5.06
19.25723182   34.04203940   39.74402186   3.30
21.25712191   33.66298644   37.05679423   1.82
17.35074411   31.86997601   37.16832981   2.16
25.22062266   34.61238643   35.38978893   6.26
19.94488254   26.75656326   32.23868664   2.54
22.80038999   37.35064448   34.23033587   4.18
2.32554730   3.08273499   2.21887175   32.13
20.86725209   26.22822959   34.13169798   2.63
19.86725802   30.87970721   29.38521853   4.52
17.26485593   33.69837723   31.05269423   2.26
15.99976854   33.11392625   29.43376923   3.69
20.63285464   26.34228664   32.79682271   5.73
24.54544955   34.59639377   27.03309669   3.67
25.30529151   29.85892682   30.17864876   4.50
20.30546331   33.91133836   26.64658378   4.25
21.32066745   30.17077282   24.23969364   7.41
22.11269891   30.60186629   23.14871013   41.37
14.32954193   33.77308400   31.26799850   3.12
15.67148863   33.26239777   29.30506617   3.71
26.53760323   35.05512736   31.80373387   4.29
20.85062805   30.47299808   26.43400317   2.69
19.51722300   27.68988514   29.66057026   4.28
21.67222965   30.01194459   34.16281406   4.84
19.54059166   32.06778664   28.17680279   2.52
19.92791737   30.04366519   26.65080406   2.95
19.88893073   30.15138611   26.84481752   3.75
16.09473787   31.11778613   31.00066446   4.58
20.91116498   29.29740597   38.11007875   3.06
60.56535737   57.13694904   3.03323307   14.26
26.17950718   27.99496630   30.90830004   15.40
55.89440217   54.14401208   29.32412234   37.61
19.99002109   30.50212131   26.56056925   2.64
30.90518410   38.30394741   46.44279946   30.14
17.67033138   33.64682121   27.31987712   3.23
17.85992905   32.21728812   28.59713194   4.16
20.35342418   33.24458796   26.80567832   4.16
21.05525391   31.92245390   32.02193332   4.89
18.27754237   28.39451067   31.68701947   2.50
22.98807209   27.00977199   29.33837365   2.84
15.26328616   33.10760360   36.26906850   6.51
18.81349401   29.66776091   35.47750254   2.63
23.75904334   40.73949256   35.82593951   16.79
22.41557621   34.55414608   37.81114631   4.34
20.43450786   35.99751301   27.12231560   2.75
19.22270208   27.91171714   30.02651842   8.59
16.72356315   33.46124525   28.97140690   3.98
26.44847153   33.90184586   38.55794724   4.89
19.73772860   28.64698121   38.27446639   3.19
22.37415455   25.12297303   33.54303781   3.47
23.68311283   34.57502992   33.80673824   2.89
20.86030038   29.53932340   30.39018857   1.95
24.63831395   31.25754481   27.31698411   5.33
16.95610564   34.00869569   36.03486185   2.70
20.34801379   29.62290069   25.38935492   55.58
19.51938572   27.67873289   38.28123314   3.95
16.29987959   32.82052220   35.75468118   2.87
17.75647210   33.82299683   29.49530325   1.64
20.98033315   25.60873347   35.24037274   5.19
19.11614633   35.33885230   26.68230617   2.89
20.14617357   31.35931481   32.07647784   4.01
21.25832851   32.77655394   37.21569697   2.76
22.20559297   26.90428297   30.46838651   4.80
21.90420891   33.07726291   31.03103456   4.74
20.38229709   33.69587005   37.55384191   8.84
20.11769854   26.47618484   32.24863039   3.71
22.09707570   34.02478772   34.92863602   9.53
19.97420129   26.81369964   32.30418057   3.84
21.36236980   33.32454596   36.22417649   2.98
15.30052676   32.87339142   29.98108939   4.02
19.45868434   36.07511786   26.80314018   5.16
20.48426316   33.86377688   38.64502549   3.27
20.27153823   30.50266579   26.19499063   3.91
21.17066942   30.77101752   31.01971959   9.08
20.15077025   30.16469676   26.54354280   4.33
18.38632456   33.43373566   27.36770511   3.03
21.39347863   33.57142768   37.62307529   2.30
15.44761608   32.82934212   35.21177005   3.09
19.82076324   31.46443245   29.27111304   4.20
17.11462162   33.65542071   28.37249856   4.45
28.43487104   33.82789513   30.19178542   5.28
20.64735646   29.20197659   38.52351443   2.99
21.89139469   32.26464210   28.22077425   2.47
19.61783212   29.89567372   28.13346338   2.61
21.32189524   33.67476018   36.99665097   3.18
24.22426662   33.51627420   32.35803237   2.71
21.30260749   33.79693022   37.28141129   3.20
26.69527381   33.78731534   34.65683774   4.12
20.87202986   33.58657157   37.92486788   3.55
22.49370737   27.22892648   34.43124559   2.86
23.83994157   28.43454645   29.65031527   2.68
20.71107951   34.51600338   27.82669326   3.28
19.00647456   32.03212880   27.64574201   3.91
20.61871628   32.97584531   37.10576953   3.37
25.81338047   36.71885585   28.73340993   5.44
17.73332106   33.72091288   29.45232286   2.64
25.49293495   30.94417681   28.74789267   4.28
20.69098926   31.04004399   24.89605057   5.64
23.24248689   34.99236638   38.26432122   4.60
24.39839122   36.18736843   31.11925895   4.33
17.84623375   37.41240883   31.72425454   2.99
25.39499421   31.23513297   28.68509304   2.99
22.65533674   34.87510800   38.99260293   3.71
21.71096647   30.23244672   34.22940093   3.63
17.18687689   32.00301410   28.85293567   4.31
19.71166404   30.33999969   26.46209147   2.80
19.62625111   27.47182695   30.56100162   3.68
3.74439763   27.85751081   52.73486317   32.67
20.85047737   31.90205855   31.57259990   1.80
17.63601975   34.71354937   28.03485876   4.26
20.58607134   33.84165212   42.15405715   4.01
20.74713377   29.62486617   36.27775820   3.65
24.29627720   38.21239897   30.79689217   2.97
24.71982686   36.08841221   30.72199686   3.33
22.29707453   33.54620188   30.09395270   3.75
15.67499498   32.99103889   35.95074280   2.65
19.36871315   27.33976839   29.56626839   4.79
19.72082572   30.08664767   26.73472226   1.96
25.42392921   32.98336046   31.08192455   3.34
21.05022768   33.40939120   37.57107098   3.66
18.21724087   32.17205578   27.81109495   3.85
20.92640105   32.42873293   36.14519347   3.34
58.46251925   9.79121088   4.35955025   35.63
26.40880441   36.69720142   28.94699141   2.98
18.69419199   34.18263966   38.63563138   3.14
17.28458595   33.90290642   28.24181402   4.23
17.31614501   33.72668313   31.03340808   4.33
14.21760126   32.17246880   30.29154328   9.16
19.77901098   34.16176874   26.02475795   3.72
45.15949357   46.25013974   2.63778218   33.09
18.38433665   32.60198295   27.46151572   2.65
27.09215248   29.05484858   30.17821531   3.34
22.75435257   33.92042622   33.36573607   2.35
22.63627749   33.02712855   30.96056538   4.02
20.78697339   32.82852738   37.00901234   2.99
20.40776333   32.66151133   29.46829630   3.75
35.20810748   51.95959440   3.20415362   42.23
19.39403112   27.29922383   29.16949470   4.91
20.03512059   32.32374742   28.73515097   2.39
18.20160469   32.19771011   28.16544693   5.20
20.03640175   26.95242763   31.66287120   2.40
21.23316832   33.82089298   37.37783214   2.55
2.90688081   23.14082911   61.73696104   33.21
19.80649964   26.76747281   31.99730599   2.75
60.88520766   16.54870151   62.51851902   41.29
21.90092763   35.57796850   29.22361082   4.07
25.86785166   32.82427890   37.76326393   5.79
21.79584476   33.70059273   29.94653023   3.36
19.18912918   32.35111008   28.07577942   3.89
17.38837080   32.99523956   28.39676023   1.83
17.09620278   33.67866074   33.09398578   3.81
21.09180056   32.59515579   37.53706467   3.67
15.62918139   32.29588823   36.53477554   4.14
21.15439471   30.39042291   30.45077319   4.39
20.28196403   33.47193515   38.64114528   3.52
22.97506802   35.02133341   37.96572219   2.21
22.23375293   33.20056275   30.82569095   4.41
19.36617574   29.39529142   27.31895287   3.12
22.04844863   33.06969948   34.33628146   3.83
23.12488164   35.06655083   38.12100329   6.37
22.65444732   39.05266728   33.01360624   3.01
22.24562558   28.98442585   30.08541090   3.57
19.40165921   28.97914053   28.25144914   5.60
22.15274780   34.84434177   34.53348197   4.01
20.36240316   31.69841235   31.90320025   4.83
20.08632065   29.57046307   38.46249132   4.65
19.84612128   32.38705721   28.80507593   1.81
15.54005718   31.34877379   31.31051064   1.92
55.71490807   35.33177525   26.76573452   31.66
32.43963458   33.22563878   48.78647350   34.68
17.81363133   33.89522202   26.63490711   2.74
20.81121533   33.49507037   37.67764514   2.87
18.62541789   35.61163744   27.46135067   4.61
15.47120087   33.10180578   36.07526470   4.40
21.81760050   31.70388826   34.70807660   15.69
29.30709349   37.36379577   33.91654979   6.81
8.03136925   48.41661930   23.16180786   33.71
21.35929081   29.58280068   36.64651529   2.67
20.56586448   26.26801822   32.85399346   5.15
21.72384339   37.30861943   29.61139752   3.53
17.55037894   28.90953036   37.11481942   3.11
21.39595230   34.19088144   37.45658229   3.21
21.96205984   34.02207381   29.94313573   4.45
21.33794342   27.27075730   33.34822152   3.29
19.28876160   27.54953572   30.59255637   3.48
21.90625346   32.79043067   32.59287171   2.55
21.13889351   32.85255520   36.99535245   2.49
18.46956314   27.47874705   31.72317261   3.43
11.85485660   29.19222662   47.33931864   34.39
14.95904012   53.95258822   26.50104184   27.53
28.21206452   27.44015037   19.71359780   33.99
20.43550983   29.57838503   26.08082684   3.83
19.64014652   31.51810482   39.18888342   3.03
43.72670050   50.83668058   2.29645513   29.23
30.53045310   35.16452471   39.05452368   32.02
49.06889040   56.59440285   17.58416264   32.11
18.49950532   31.94955395   27.61483463   3.17
17.75066210   35.08137372   27.61553508   6.71
20.47682850   28.80692258   38.57606404   4.53
20.89113665   26.39098576   34.07659190   3.03
24.16412432   36.58063824   35.34319233   4.49
18.03695174   32.80742186   41.91889261   7.50
28.79489962   34.51557222   29.34947205   7.59
16.81153646   33.57107439   28.66591782   2.58
20.71862860   25.73093577   34.81643324   3.86
57.84000086   35.90138513   6.94917384   32.09
20.28720070   37.53499957   26.74593468   2.29
21.80427262   32.66644537   31.75715802   3.80
6.51193072   30.78459193   46.34070994   40.49
22.71068880   27.03743066   24.86541276   27.79
22.48143089   35.23586357   29.68148170   2.79
43.77671272   18.55496948   39.79252579   29.66
21.93583820   32.53130496   36.81553440   3.29
22.62904285   30.99019468   37.88640394   2.82
21.62622482   34.38279283   28.90759361   2.70
12.47947924   28.80787206   47.27074847   34.82
57.49854332   35.70420119   60.12763573   32.60
28.31405258   33.78264071   30.24174379   2.16
22.05896491   30.10008063   33.63124353   4.92
23.32440280   30.43128707   32.39166005   4.25
20.66629221   32.78349589   37.93155796   2.05
21.74265412   33.07299648   32.81162385   2.75
20.03604156   30.24894579   30.61890439   3.31
19.04057848   33.01214111   28.29355127   3.98
22.16004510   34.03595617   37.68297205   3.89
19.65990655   32.82961213   39.49416746   3.43
21.65513440   32.51219067   33.31524070   3.80
22.75466602   34.18908743   36.77144252   3.54
20.44605474   33.45817091   38.37903407   2.70
20.74214701   33.31201506   37.49726875   3.92
19.22780813   32.05363320   28.48001090   3.17
28.91574032   40.02633556   13.95071987   35.31
42.44376465   19.20998937   10.50197048   34.44
16.80956187   32.61564054   29.01972065   2.53
22.74530664   34.52432393   27.82441174   4.19
24.61345349   38.97284439   34.12536450   2.25
23.75016873   34.94589483   30.36569991   3.87
15.97648478   33.36019196   29.95133123   1.66
27.12065567   43.57297351   31.62222163   33.78
20.55144159   30.88303138   25.08687912   3.84
23.24069972   35.28717538   36.57564988   3.10
20.31604611   35.98695684   37.33930023   2.46
20.56128698   30.16307925   37.10845743   2.91
22.08294482   34.84189611   38.55939753   3.39
36.69445849   21.19881999   48.55359583   33.67
23.21926772   28.22713598   34.93267118   2.78
22.78431503   37.48065622   31.22349344   4.40
18.81855597   28.32636844   33.80200174   11.31
61.13352423   17.05856595   63.43362005   33.26
18.96890881   30.67142292   27.72417900   1.39
24.49947800   36.78180776   33.67260333   2.62
26.73555120   36.74221024   28.87940194   6.54
21.98373761   32.97714648   34.76928048   4.96
23.10954218   35.49988641   42.52635518   4.08
22.17713792   34.80941399   38.16234386   2.90
20.67933579   33.14167670   37.97469536   3.33
16.74559447   29.32727251   36.00425126   3.83
16.23233850   33.01141299   35.66973141   2.32
19.71889789   30.11932860   33.81512208   2.80
21.52352025   32.29596116   35.63818870   2.72
25.06816884   35.59821419   36.79993093   3.42
24.82693380   36.78398182   30.90564613   4.70
17.40900731   33.53713569   28.51602047   2.47
18.98476771   32.57376238   28.30410456   3.69
17.64024729   34.81886387   28.95266116   4.22
20.94636014   32.27737612   35.12553698   2.79
22.13523159   33.11476218   31.91212958   3.62
8.42065264   32.67321736   58.62449237   40.19
17.58459008   33.42188940   36.09092014   1.59
21.39937435   28.89616827   38.57593093   3.07
20.07223168   32.27717663   28.83940283   3.55
24.06755711   32.76440592   39.19181515   3.82
16.85542686   33.09030701   35.51578239   2.72
19.76362723   32.54968588   28.91148670   1.73
14.48023111   34.24071573   31.95972323   2.24
17.14724887   33.53998358   28.29478909   2.83
20.65294902   27.99544668   29.63512739   4.06
63.16843676   54.54245528   26.11780984   34.81
23.47437238   31.83016027   29.81351636   1.86
15.15659881   32.78470304   32.28503439   3.51
19.90571723   32.14008750   28.60006259   4.29
20.70655014   33.78091986   37.84425932   2.99
21.78493958   33.74597115   37.34666114   5.48
18.16443892   35.96030538   28.91686989   2.20
18.04049408   33.21235702   34.81404103   3.67
23.59092550   36.11583169   37.12802011   3.51
19.88630281   28.60212319   28.01999968   3.70
15.03115694   33.27622197   31.19617824   4.24
17.64895831   27.33656823   35.23631136   3.58
18.86020053   34.05171781   40.93681306   7.35
16.99268230   33.90815494   28.37499092   3.03
22.89803743   30.15096943   26.96680868   3.31
21.69681085   33.66762946   30.24098533   3.67
19.74579920   29.86691680   26.87463268   5.04
16.36250909   33.49247246   28.71938324   4.28
22.77067272   35.35621431   37.83834988   3.73
21.36527962   28.02922507   33.03438478   2.47
17.07237199   30.76501155   36.50561391   6.39
18.17730393   34.43146701   29.30013070   4.47
20.98980371   34.58696254   28.27000773   2.30
19.48918501   29.79931603   34.15200247   2.82
18.21646897   35.90544118   24.65800738   14.52
23.84710091   33.41108360   32.52666466   3.06
21.52537268   37.55530842   37.86334457   3.40
21.51089648   31.23569911   34.66645578   2.84
18.51038996   32.18336671   28.36740321   4.99
17.51321411   34.12827301   34.66241997   2.70
21.98313628   33.59835552   29.79347971   2.68
14.45103907   29.84125660   33.76574649   7.74
19.71250015   35.71918930   38.21714203   2.71
15.02601752   31.66806573   32.99569018   3.31
19.30365227   26.82332506   30.19385147   4.21
21.75237554   39.05836425   26.98719230   10.35
22.64500340   30.14315201   40.32132339   19.88
24.81974795   34.20555942   36.88330709   3.83
22.17619682   31.74271723   35.84949977   2.75
21.62300503   32.45961708   34.98538109   2.77
20.63845815   28.03968970   37.37088982   3.51
23.68346086   34.54105032   26.74830271   4.44
26.98888222   33.60918531   29.61732737   4.86
21.37184679   27.88012928   31.34203184   2.69
17.32606618   33.66218534   37.20310535   3.43
17.62901479   34.84997009   28.94489492   3.34
15.44665109   44.31490930   25.39877801   21.49
24.73941791   34.47905265   38.38001069   3.76
18.24699350   35.08249685   10.54610128   33.95
53.62584046   11.08646793   0.04451429   35.61
21.79487795   33.00726417   31.60043656   3.87
15.02142592   33.31414316   30.67836405   2.78
19.95757612   32.35765073   28.76944693   2.38
21.28267950   28.69473583   30.65191513   2.95
15.83438569   33.02996900   29.75244564   3.01
16.95407205   29.76000548   38.43526480   15.45
44.36219135   27.81920972   36.92294461   36.03
23.10359485   35.40089143   42.66083967   13.87
25.39544931   34.52332691   38.85826489   3.87
19.93182281   26.26723883   36.02187574   3.22
21.02702856   29.69165290   29.26309238   2.60
24.11281525   34.21371424   26.30379097   2.72
18.66453959   36.38255467   28.17950646   3.74
21.38472495   34.04786044   37.50367505   2.76
17.44794836   33.65566583   30.69395269   2.60
22.59897527   34.81253028   27.76174579   3.98
32.75469774   34.18045963   10.67737705   51.61
19.86309900   26.74902138   31.69833603   2.70
19.83931194   32.43813315   28.97898104   3.04
61.85606615   48.51640901   40.06203372   35.49
58.64193805   41.83469896   55.80283163   31.91
21.65231350   37.66391781   37.99171436   4.48
17.77337908   34.08891050   26.60651275   5.08
17.26706490   33.53931183   32.27497284   3.72
20.30367192   29.80834529   26.91973681   2.21
20.01512347   29.99055221   26.94697903   2.99
16.32203093   44.09698532   25.79892363   32.52
49.23848473   57.21438271   22.36180564   35.46
20.54795962   28.62635138   25.57828597   3.68
3.64169502   26.51706481   54.51430901   41.59
20.26731955   30.12714032   26.29574091   3.31
23.17687089   34.89491895   37.57474335   3.47
21.20555125   33.57666640   37.23141927   3.09
23.22489298   36.29039222   32.59713672   2.81
21.20835659   32.68009272   36.08192128   3.10
16.72634143   33.45124180   28.22053909   2.72
19.82973825   26.60977422   31.95279239   4.12
21.04025942   26.94002725   33.46208923   2.47
19.40929499   32.36787798   28.24790426   3.30
18.08061525   31.85022749   29.09056119   2.27
17.41229262   34.01260966   31.62075223   1.89
18.45292354   32.72365739   28.01607592   2.92
17.49422317   34.63635175   37.49040480   3.43
24.62847372   35.46055036   38.50867687   3.66
19.78541548   26.74281928   31.92675010   2.42
28.44593552   63.75163682   3.35587915   34.43
17.40927966   33.50589484   28.70690845   2.77
22.43550421   28.13595255   27.56106380   5.35
20.72049512   32.75493202   28.59570577   3.53
21.56385665   32.51706801   32.85986723   2.77
21.60276338   33.32468946   26.47518580   2.86
21.40647083   32.77638894   29.98122273   3.59
20.97466550   33.43523019   37.69024552   3.68
14.56303005   31.50296961   32.39436121   5.00
20.26529135   26.19315044   37.59357567   4.55
22.23501836   32.20634487   28.01564334   3.42
22.71538033   30.33449308   32.91937502   3.25
13.99178147   35.80135144   29.61366449   15.41
44.92114050   53.98149626   23.19663479   28.18
21.38181463   34.09142824   37.46654901   3.38
21.18296115   26.41275601   32.34466943   4.42
17.12628251   33.89283343   28.67614012   5.16
16.80097464   35.93545246   35.24133873   2.89
16.49613492   32.83871935   29.57665271   2.13
20.46629229   31.60336585   37.85599872   3.03
15.36572614   33.46459970   30.87472432   1.69
20.26803956   30.88987600   38.12049306   3.42
17.82590435   33.61751037   26.83323946   2.38
21.66017611   29.59473920   34.07900906   2.30
22.05022481   32.93263601   25.68879356   5.35
17.73320818   31.30959602   29.85223522   2.63
31.08468803   62.59498612   62.42948022   33.91
20.21064342   29.00554400   27.39852922   4.25
21.98035055   34.33345255   37.52764503   3.03
19.91635529   31.08628489   27.65336523   3.54
24.38280298   34.53217596   38.20484990   4.86
19.57606060   28.17342256   29.36189207   3.38
17.37287406   33.71822508   28.31403486   4.03
23.76207658   35.82517453   31.01984797   6.42
16.21527797   34.65442375   36.79058409   2.47
37.96509404   61.15954733   56.17376873   29.27
20.13848153   30.34067739   26.60792857   3.07
20.16555258   27.00948524   32.22897284   5.37
21.52878002   31.14952763   31.81265356   3.11
14.89640096   34.79521975   29.41662598   3.54
18.75334167   37.73583031   34.18685285   3.72
21.11967047   30.60517295   35.38224252   5.23
17.01780999   31.14286084   35.00769227   5.00
20.08606659   36.72669755   38.08201700   5.90
21.62497041   33.23778525   34.70951131   2.75
22.72514886   34.67451591   39.84120071   5.86
29.60551904   57.08936331   4.66629196   34.50
19.79292031   32.37313110   29.15419168   5.64
20.04611442   26.92321745   31.82628775   2.63
20.33249514   32.18726209   28.94629878   4.62
18.31039588   34.41175237   30.94509354   2.90
15.64816467   34.82685966   36.61312644   2.95
21.77103363   33.68297623   30.32262985   4.05
19.71543688   30.18883253   26.48261375   3.79
22.77884162   34.80783168   37.57829850   3.94
20.03067136   25.38819845   34.73992863   16.74
18.60598501   32.60072141   27.97901139   3.18
44.91298711   18.94498762   26.39355393   36.21
20.99262130   30.16252915   37.84624659   6.30
2.98134748   38.17069712   56.87550344   31.28
17.09651911   35.06197906   26.60434377   8.06
20.93319768   29.54340011   30.16266191   2.76
21.89543101   32.06012100   33.50586963   2.74
63.74861688   53.38142412   9.80665472   39.21
21.79045868   33.35401319   31.75562731   2.38
21.54343240   34.39266109   37.48177167   4.22
23.01773549   29.28572225   25.89622673   12.15
21.03828337   33.47900563   37.51802893   2.69
19.56138901   30.12814107   26.94328822   2.81
24.44580990   26.77914508   34.72820327   5.23
25.06114998   29.12880366   30.28285416   4.05
15.53826167   33.75890577   31.94298312   2.72
19.24467002   29.41009734   33.56966429   4.32
20.97253099   30.44297729   26.33073636   3.16
20.68081535   33.17295036   37.49722794   4.36
16.73074970   33.67607908   27.95433561   3.26
15.32729683   34.54563369   29.15446669   2.40
19.14303848   28.11092002   30.48977620   4.10
16.99912282   33.67790589   28.67921979   4.47
22.52553251   29.06848947   27.00193667   2.72
20.08934371   28.65737502   27.79032090   2.54
16.59316455   33.51750792   28.73894871   3.77
24.18386957   34.42575823   30.27178189   3.21
18.81297628   37.57224513   34.38945037   3.02
19.79343724   37.39845486   33.91163262   2.61
24.95365858   34.76840580   28.82957268   4.15
20.52000989   32.09511599   30.17504871   4.50
21.45478808   34.11936900   38.36497062   2.41
16.70370865   32.95952129   29.31793992   3.34
25.50370637   34.64581839   31.95217248   4.11
18.21434113   30.50451693   27.61562821   2.98
24.95828314   26.33884758   34.84859241   3.31
20.35692916   31.95147856   31.82418731   2.61
20.15872785   29.92148018   26.88345051   4.67
22.87509993   27.00510880   28.87081323   1.96
19.21518985   31.54647693   27.54715588   3.59
21.23902407   28.68941333   31.05581986   4.90
20.09326681   30.81393821   26.72120426   2.70
18.11389410   32.96229148   27.31783617   4.06
21.56084707   32.93619959   32.46950410   4.35
22.75190460   29.26278452   26.74038180   3.20
15.66197062   33.29487585   30.34708634   5.10
19.87506594   26.62718114   31.82018903   2.88
23.34743552   34.39747523   35.56914173   3.61
26.28559652   37.84026547   28.09434241   7.30
23.93899371   33.41224972   32.36549100   3.10
20.47078367   34.80189720   27.83778502   4.06
21.83495908   32.72002756   33.39045735   3.51
22.97507428   34.01020456   30.17806773   4.29
21.18406647   30.14090096   32.09835922   5.02
21.66394496   32.79597021   32.80905035   8.42
22.69615573   28.53022426   30.45219589   5.23
20.01963789   30.32853278   26.36941928   3.61
20.04647838   33.49220138   38.94233842   2.65
21.78177988   33.00202639   29.77035746   2.91
18.40464548   33.36254721   27.42031457   3.84
21.55374918   31.05469459   29.41070181   3.15
18.82870030   35.66156954   41.59740925   36.60
18.78267701   32.86084862   28.42827136   5.51
14.02211773   30.87616268   35.10021792   6.36
19.65174007   33.91368365   39.61963236   4.48
14.31140650   32.75094470   31.73323699   6.26
19.29330503   33.28384722   39.91138033   3.77
20.95560558   26.65114060   34.61830398   3.37
24.00538205   35.13815296   38.44996555   3.47
21.32705600   37.26606787   33.97180352   2.28
16.85764171   33.80024419   28.97381758   2.28
55.16324287   12.36313932   5.23965493   36.54
19.31232429   33.03814438   39.80935936   3.63
21.55550208   31.08249613   35.21058376   3.90
20.09280710   30.70278271   38.05406292   3.14
17.04342197   31.19757121   34.52194701   2.78
19.65663382   31.28882479   27.88120266   3.82
17.69694393   26.84196712   34.63089374   4.47
44.20299373   42.57896934   10.36023747   33.41
21.02453532   29.68632307   36.37546242   3.00
19.41280187   32.08437363   38.50257470   4.48
19.26256672   28.82596378   28.41957911   3.40
61.33271309   25.20603116   34.93467486   31.18
22.03760910   32.87716762   30.82798509   2.75
22.00767921   33.39047769   30.16734490   2.76
24.51124139   35.00377175   30.10141930   2.64
19.79361652   30.16784675   27.09449975   3.22
16.51043602   32.52592030   37.17349187   4.18
21.29341418   31.97136729   32.70850945   2.52
61.62525205   23.74537408   5.76906533   35.87
24.72855057   35.70314311   28.58263360   3.52
25.86185018   34.13737275   38.13608832   3.98
18.55345025   32.45807246   27.88121314   3.85
20.95141550   33.16884360   37.73116601   3.38
36.89642786   0.69878338   33.37475267   35.52
21.62748108   31.24174927   25.15526621   5.74
20.48978402   28.34628320   38.86340840   4.70
21.66079939   33.33852768   34.04441467   4.15
18.44994411   31.20184248   29.25433929   3.08
18.05029386   36.51883471   29.56701398   3.28
25.30705267   33.69773619   32.58898323   3.14
21.87733218   34.09128604   38.82893394   3.43
17.42485410   25.53944218   32.20850116   4.73
19.38062181   38.79538836   32.96880192   3.16
22.45096554   27.99791800   33.94702143   3.83
21.02397246   33.58163500   37.73239403   3.02
22.29309654   34.81878866   40.37475463   2.28
8.62574920   49.71935699   26.99165149   38.99
19.09028912   33.65358235   39.78850202   5.00
18.99420430   38.51211786   36.64677078   3.92
20.93981236   27.15819593   34.72403793   3.63
19.42297889   33.33214250   39.36735193   4.03
25.49837073   39.45160545   31.54288262   3.75
18.72587568   28.22947053   33.46671052   3.40
16.85900517   32.20733897   32.34904008   3.47
22.64745085   34.52097564   39.44977843   4.14
22.43605929   29.31004450   26.70465030   5.03
17.53064071   33.98767139   36.17073662   4.61
22.64078712   37.45953294   30.74190785   4.22
27.62676275   34.71882057   29.11411071   3.65
19.18966436   32.48004563   27.95392581   4.02
20.13089420   32.23416868   28.91024373   2.63
60.28551690   56.31073522   2.55458551   34.44
21.20961564   33.49087531   37.13686201   3.99
35.54741354   56.78549733   52.21703157   29.94
36.64763962   1.66390134   32.99432374   36.62
15.84086055   34.56743201   36.93699400   2.39
39.52417273   55.25448673   46.05603010   49.47
18.90591754   32.91836065   28.21680452   5.89
19.20833045   31.44367064   27.64617861   4.06
17.45183307   36.57133438   28.59511695   4.05
22.49251473   42.25470073   21.92586082   34.66
22.27498674   33.79955466   25.73808817   3.55
18.82070956   32.24267868   40.46257249   5.14
22.15688927   33.27291241   31.56055708   3.51
20.87332271   32.68497738   36.90502424   3.79
23.40458185   28.70888732   30.89528657   4.15
18.56889240   31.27615658   26.73187868   1.98
21.53682861   33.09321701   30.80215210   3.82
20.44564997   35.14259864   27.85525052   2.70
25.53740912   31.73417693   29.27705345   3.02
19.52634415   23.76960878   35.78570673   15.23
21.87360279   33.63590088   30.08534715   4.09
1.89601173   6.15005447   63.17202397   38.03
18.71226543   26.09874535   33.34827107   4.01
24.41108614   39.98651995   35.73868576   5.52
25.81858811   29.92767885   28.55502173   3.85
20.24806892   32.33016516   28.91063291   1.78
19.76516807   31.72709817   29.05655954   2.70
17.61905020   33.78983438   29.67625660   3.18
19.80063116   30.34942316   26.72280356   2.33
20.76115836   29.22939046   25.97653520   4.03
16.67678341   33.21483664   35.00379939   2.13
18.10672197   33.31333194   27.53206140   5.09
20.33025674   33.49461440   39.13659541   2.93
18.96613860   32.47021166   28.50251524   3.59
26.24646041   36.66234835   38.23407203   4.21
20.28567668   29.81154100   35.77206351   3.96
21.32122175   29.00461633   35.13192338   3.73
19.72195132   30.01691484   26.96599892   3.96
18.23486432   33.19189083   28.19655777   2.73
21.38534584   29.97712669   34.49859225   3.06
21.44083850   32.24040998   33.07928613   2.08
18.06289331   34.83457805   38.50145379   5.90
20.15015223   28.83878790   38.37199342   2.37
16.74390339   33.66565180   28.46948057   2.68
17.13029312   33.03377695   28.52119417   2.44
20.79992193   36.71254326   36.04643395   4.04
19.79677678   30.42786074   26.56067098   2.02
18.57833861   30.52691274   27.62704216   2.96
21.93602840   34.38623146   38.22958051   3.38
20.74273795   29.58723019   36.35352252   2.58
21.53807929   33.65348643   36.54399028   3.41
16.82023097   34.20811414   28.45803605   3.59
25.47493244   9.83660339   7.44036657   34.60
39.06476367   6.47737063   2.82962330   34.49
17.39653987   34.01741363   32.44459812   2.55
27.13951345   35.13586650   37.18281878   3.00
18.78838442   31.54026752   28.00394323   3.58
19.50630118   31.95853846   27.76154945   2.60
27.65881503   34.58659306   29.57474391   2.96
17.01292593   33.17541639   28.73659166   6.05
18.47709478   27.63126368   34.99202946   4.83
21.13268807   33.54552618   37.51571476   2.39
18.02701608   38.55226753   22.96742545   32.63
21.51512940   29.19699257   34.20561858   2.37
19.89125013   29.87191576   26.11883618   4.55
20.41643491   36.02142729   27.44718081   3.56
33.46097619   39.63554878   15.30532511   29.11
18.82378328   29.24081741   35.69104748   4.12
24.04454514   35.54444228   29.14120996   4.65
21.68126106   31.75707767   34.62471224   4.96
20.06051871   31.24561659   35.38719064   1.93
28.70715852   35.82552137   31.48694454   3.91
18.55177549   33.02592961   27.73042160   1.35
